itemcode,division,revenue_type,status,jobcode,customer_segment,manufacturing_type,productID,typeOfSale,forecast_date,createDate,PODate,cost,qty
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT230407,Contractor,MTS,P1751,Sale,2024-01-19,2024-01-11,2024-01-11,26371.23,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230194,Dealer,MTS,P3555,Sale,2024-01-17,2024-01-12,2024-01-12,17093.76,2.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT230385,Dealer,MTS,P1748,Sale,2024-01-17,2024-01-12,2024-01-12,14229.34,2.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT230406,Contractor,MTS,P1748,Sale,2024-01-24,2024-01-12,2024-01-12,21344.01,3.0
CT-F-99-020706,PEM102-OLD,Omni Channel,Actual,CT240025,Contractor,MTO,P1771,Sale,2024-02-13,2024-01-15,2024-01-15,24149.79,3.0
VT-F-99-010818,PEM102-OLD,Omni Channel,Actual,VT240030,Contractor,MTO,P6126,Sale,2024-02-13,2024-01-15,2024-01-15,25023.89,1.0
CT-F-99-020501,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P2063,Sale,2024-03-21,2024-01-15,2024-01-15,372000.0,40.0
RS-F-99-070007,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P32412,Sale,2024-03-21,2024-01-15,2024-01-15,210000.0,300.0
RS-F-99-070003,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P0752,Sale,2024-03-21,2024-01-15,2024-01-15,229500.0,450.0
RS-F-99-070006,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P1089,Sale,2024-03-21,2024-01-15,2024-01-15,153000.0,300.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,End User,MTS,P15311,Sale,2024-01-23,2024-01-15,2024-01-15,20249.17,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT230406,End User,MTS,P1748,Sale,2024-01-23,2024-01-15,2024-01-15,21345.6,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-01-22,2024-01-16,2024-01-16,20249.17,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT230406,Contractor,MTS,P1748,Sale,2024-01-22,2024-01-16,2024-01-16,21344.01,3.0
RS-F-99-070003,PEM102-OLD,Omni Channel,Actual,RS240046,Inside Group,MTS,P0752,Sale,2024-03-20,2024-01-17,2024-01-17,168210.0,450.0
RS-F-99-070006,PEM102-OLD,Omni Channel,Actual,RS240047,Inside Group,MTS,P1089,Sale,2024-03-20,2024-01-17,2024-01-17,106635.0,300.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT240026,Inside Group,MTS,P2063,Sale,2024-02-29,2024-01-17,2024-01-17,335823.5,50.0
RS-F-99-070007,PEM102-OLD,Omni Channel,Actual,RS240045,Inside Group,MTS,P32412,Sale,2024-03-20,2024-01-17,2024-01-17,187881.0,300.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT230392,Inside Group,MTS,P1746,Sale,2024-02-29,2024-01-04,2024-01-04,28050.16,4.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-01-20,2024-01-18,2024-01-18,20249.17,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT230384,Contractor,MTS,P1746,Sale,2024-01-20,2024-01-18,2024-01-18,21036.48,3.0
VT-F-99-010302,PEM102-OLD,Omni Channel,Actual,VT230215,Inside Group,MTO,P3225,Sale,2024-07-17,2024-01-18,2024-01-18,543323.25,45.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT230386,Contractor,MTS,P1749,Sale,2024-01-19,2024-01-18,2024-01-18,7252.5,1.0
CT-F-99-020504,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P1746,Sale,2024-04-25,2024-01-18,2024-01-18,93000.0,10.0
VT-F-99-010616,PPD101,Omni Channel,Actual,,Foreign Industry,MTO,P7428,Sale,2024-03-21,2024-01-18,2024-01-18,24000.0,2.0
RS-F-99-010123,PEM102-OLD,Omni Channel,Actual,RS240049,Contractor,MTO,P34058,Sale,2024-02-12,2024-01-18,2024-01-18,43457.04,4.0
RS-F-99-010114,PEM102-OLD,Omni Channel,Actual,RS240050,Contractor,MTO,P6131,Sale,2024-02-12,2024-01-18,2024-01-18,18609.3,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-23,2024-01-19,2024-01-19,20249.17,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-23,2024-01-19,2024-01-19,21036.48,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-23,2024-01-19,2024-01-19,20249.17,1.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT230295,Contractor,MTS,P1745,Sale,2024-02-23,2024-01-19,2024-01-19,22897.74,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P3555,Sale,2024-01-25,2024-01-19,2024-01-19,17093.76,2.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT230407,Smart Shop,MTS,P1751,Sale,2024-01-25,2024-01-19,2024-01-19,17580.82,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230194,Smart Shop,MTS,P3555,Sale,2024-01-25,2024-01-19,2024-01-19,17093.76,2.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT230386,Smart Shop,MTS,P1749,Sale,2024-01-25,2024-01-19,2024-01-19,14505.0,2.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240030,Inside Group,MTS,P1746,Sale,2024-03-29,2024-01-19,2024-01-19,70121.6,10.0
VT-F-99-010616,PEM102-OLD,Omni Channel,Actual,VT240032,Inside Group,MTO,P7428,Sale,2024-03-29,2024-01-19,2024-01-19,100526.88,12.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P3555,Sale,2024-01-24,2024-01-22,2024-01-22,17093.76,2.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT230359,Smart Shop,MTS,P1744,Sale,2024-01-24,2024-01-22,2024-01-22,14856.2,2.0
RS-F-99-070005,PEM102-OLD,Omni Channel,Actual,RS230043,Contractor,MTS,P1796,Sale,2024-02-18,2024-01-22,2024-01-22,967.35,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,End User,MTS,P15311,Sale,2024-01-25,2024-01-22,2024-01-22,20249.17,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT230384,End User,MTS,P1746,Sale,2024-01-25,2024-01-22,2024-01-22,21036.48,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P3555,Sale,2024-01-24,2024-01-22,2024-01-22,17093.76,2.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT230331,Smart Shop,MTS,P2063,Sale,2024-01-24,2024-01-22,2024-01-22,13432.94,2.0
CT-F-99-020528,PEM102-OLD,Omni Channel,Actual,CT230400,Contractor,MTS,P15568,Sale,2024-01-29,2024-01-22,2024-01-22,42746.46,3.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT230407,Contractor,MTS,P1751,Sale,2024-02-01,2024-01-22,2024-01-22,26371.23,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240020,End User,MTS,P15837,Sale,2024-01-31,2024-01-22,2024-01-22,19507.37,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230387,End User,MTS,P1747,Sale,2024-01-31,2024-01-22,2024-01-22,20554.65,3.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT230395,Contractor,MTS,P1750,Sale,2024-02-02,2024-01-23,2024-01-23,24895.92,3.0
RS-F-99-070003,PEM102-OLD,Omni Channel,Actual,RS240054,Cambodia,MTS,P0752,Sale,2024-03-29,2024-01-23,2024-01-23,37380.0,100.0
RS-F-99-070004,PEM102-OLD,Omni Channel,Actual,RS240055,Cambodia,MTS,P1794,Sale,2024-03-29,2024-01-23,2024-01-23,16122.5,50.0
RS-F-99-070005,PEM102-OLD,Omni Channel,Actual,RS240056,Cambodia,MTS,P1796,Sale,2024-03-29,2024-01-23,2024-01-23,3869.4,12.0
RS-F-99-070002,PEM102-OLD,Omni Channel,Actual,RS240053,Cambodia,MTS,P1799,Sale,2024-03-29,2024-01-23,2024-01-23,47952.0,111.0
RS-F-99-070007,PEM102-OLD,Omni Channel,Actual,RS240052,Cambodia,MTS,P32412,Sale,2024-03-29,2024-01-23,2024-01-23,58123.68,102.0
RS-F-99-041015,PEM102-OLD,Omni Channel,Actual,RS240059,Cambodia,MTS,P3375,Sale,2024-03-29,2024-01-23,2024-01-23,182204.1,18.0
RS-F-99-041001,PEM102-OLD,Omni Channel,Actual,RS240058,Cambodia,MTS,P5013,Sale,2024-03-29,2024-01-23,2024-01-23,265256.4,30.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230387,Contractor,MTS,P1747,Sale,2024-02-16,2024-01-23,2024-01-23,20554.65,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,,MTS,P15311,Sale,2024-02-28,2024-01-24,2024-01-24,20249.17,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,"CT230385,CT230406",,MTS,P1748,Sale,2024-02-28,2024-01-24,2024-01-24,21344.01,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230200,Contractor,MTS,P15311,Sale,2024-02-08,2024-01-24,2024-01-24,20249.17,1.0
CT-F-99-020527,PEM102-OLD,Omni Channel,Actual,CT230383,Contractor,MTS,P15384,Sale,2024-02-08,2024-01-24,2024-01-24,38653.71,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Factory,MTS,P15311,Sale,2024-01-26,2024-01-24,2024-01-24,20249.17,1.0
CT-F-99-020530,PEM102-OLD,Omni Channel,Actual,CT230404,Factory,MTS,P15585,Sale,2024-01-26,2024-01-24,2024-01-24,45395.19,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Factory,MTS,P15311,Sale,2024-02-16,2024-01-24,2024-01-24,20249.17,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT230395,Factory,MTS,P1750,Sale,2024-02-16,2024-01-24,2024-01-24,24895.92,3.0
VT-F-99-010209,PEM102-OLD,Omni Channel,Actual,VT240036,Contractor,MTO,P10113,Sale,2024-03-06,2024-01-24,2024-01-24,17753.52,2.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240022,Contractor,MTS,P1748,Sale,2024-03-06,2024-01-24,2024-01-24,14229.34,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-01-25,2024-01-24,2024-01-24,20249.17,1.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT230203,Contractor,MTS,P15865,Sale,2024-02-23,2024-01-25,2024-01-25,26813.47,1.0
CT-F-99-020714,PEM102-OLD,Omni Channel,Actual,CT240033,Contractor,MTO,P30289,Sale,2024-02-23,2024-01-25,2024-01-25,42789.69,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-01,2024-01-26,2024-01-26,20249.17,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-02,2024-01-26,2024-01-26,20249.17,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240022,Contractor,MTS,P1748,Sale,2024-02-02,2024-01-26,2024-01-26,21344.01,3.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-01,2024-01-26,2024-01-26,21036.48,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,CT240004,Smart Shop,MTS,P3555,Sale,2024-01-31,2024-01-26,2024-01-26,17093.76,2.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P1751,Sale,2024-01-31,2024-01-26,2024-01-26,17580.82,2.0
VT-F-99-010722,PEM102-OLD,Omni Channel,Actual,VT230124,Dealer,MTS,P13054,Sale,2024-02-23,2024-01-29,2024-01-29,28525.17,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-16,2024-01-29,2024-01-29,18994.23,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-16,2024-01-29,2024-01-29,22373.49,3.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230387,Contractor,MTS,P1747,Sale,2024-02-09,2024-01-29,2024-01-29,13869.12,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Contractor,MTS,P3555,Sale,2024-02-09,2024-01-29,2024-01-29,17694.08,2.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT230331,Contractor,MTS,P2063,Sale,2024-02-09,2024-01-29,2024-01-29,13560.98,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Contractor,MTS,P3555,Sale,2024-02-09,2024-01-29,2024-01-29,17694.08,2.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,"CT230361,CT230395",Contractor,MTS,P1750,Sale,2024-02-16,2024-01-29,2024-01-29,24874.2,3.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT230331,,MTS,P2063,Sale,2024-02-07,2024-01-29,2024-01-29,13560.98,2.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,,MTS,P3555,Sale,2024-02-07,2024-01-29,2024-01-29,17694.08,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-07,2024-01-29,2024-01-29,18994.23,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-07,2024-01-29,2024-01-29,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-01,2024-01-29,2024-01-29,18994.23,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT230406,Contractor,MTS,P1748,Sale,2024-02-01,2024-01-29,2024-01-29,22784.67,3.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT230386,,MTS,P1749,Sale,2024-06-30,2024-01-29,2024-01-29,7642.95,1.0
CT-F-99-020514,PEM102-OLD,Omni Channel,Actual,CT240049,Contractor,MTO,P8916,Sale,2024-02-16,2024-01-30,2024-01-30,20811.0,3.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT240004,Factory,MTS,P1751,Sale,2024-02-14,2024-01-30,2024-01-30,26986.41,3.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT230216,Contractor,MTS,P15865,Sale,2024-03-29,2024-01-31,2024-01-31,26813.47,1.0
CT-F-99-020723,PEM102-OLD,Omni Channel,Actual,CT240050,Contractor,MTO,P30883,Sale,2024-03-29,2024-01-31,2024-01-31,46969.32,3.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT230386,Contractor,MTS,P1749,Sale,2024-02-23,2024-01-31,2024-01-31,22928.85,3.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-07,2024-01-31,2024-01-31,22373.49,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P3555,Sale,2024-02-13,2024-01-31,2024-01-31,17694.08,2.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240003,Smart Shop,MTS,P1749,Sale,2024-02-13,2024-01-31,2024-01-31,15285.9,2.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-09,2024-02-01,2024-02-01,18994.23,1.0
CT-F-99-020511,PEM102-OLD,Omni Channel,Actual,"CT230319,CT230237",Contractor,MTS,P1752,Sale,2024-02-09,2024-02-01,2024-02-01,27521.31,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230194,Smart Shop,MTS,P3555,Sale,2024-02-29,2024-02-01,2024-02-01,8847.04,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-13,2024-02-01,2024-02-01,37988.46,2.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-13,2024-02-01,2024-02-01,22373.49,3.0
CT-F-99-020510,PEM102-OLD,Omni Channel,Actual,CT240004,Contractor,MTS,P1751,Sale,2024-02-13,2024-02-01,2024-02-01,26986.41,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240042,Contractor,MTS,P15311,Sale,2024-04-11,2024-02-02,2024-02-02,18994.23,1.0
CT-F-99-020528,PEM102-OLD,Omni Channel,Actual,CT230400,Contractor,MTS,P15568,Sale,2024-04-11,2024-02-02,2024-02-02,43840.17,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Contractor,MTS,P3555,Sale,2024-02-07,2024-02-02,2024-02-02,8847.04,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230387,Contractor,MTS,P1747,Sale,2024-02-06,2024-02-02,2024-02-02,20803.68,3.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT240007,Contractor,MTS,P1745,Sale,2024-02-27,2024-02-02,2024-02-02,128974.41,17.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240034,Contractor,MTS,P1746,Sale,2024-02-27,2024-02-02,2024-02-02,126783.11,17.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230194,Cambodia,MTS,P3555,Sale,2024-02-07,2024-02-02,2024-02-02,8847.04,1.0
RS-F-99-041015,PEM102-OLD,Omni Channel,Actual,RS240083,Cambodia,MTS,P3375,Sale,2024-04-19,2024-02-05,2024-02-05,120700.8,12.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Contractor,MTS,P1747,Sale,2024-02-15,2024-02-05,2024-02-05,20803.68,3.0
RS-F-99-041033,PEM102-OLD,Omni Channel,Actual,"RS240008,RS240081",Cambodia,MTS,P4244,Sale,2024-03-29,2024-02-05,2024-02-05,227410.8,24.0
RS-F-99-041034,PEM102-OLD,Omni Channel,Actual,RS240009,Cambodia,MTS,P4245,Sale,2024-04-19,2024-02-05,2024-02-05,114365.16,12.0
RS-F-99-041001,PEM102-OLD,Omni Channel,Actual,RS220291,Cambodia,MTS,P5013,Sale,2024-03-29,2024-02-05,2024-02-05,112904.76,12.0
RS-F-99-041002,PEM102-OLD,Omni Channel,Actual,RS240007,Cambodia,MTO,P5014,Sale,2024-03-29,2024-02-05,2024-02-05,114715.32,12.0
RS-F-99-041003,PEM102-OLD,Omni Channel,Actual,RS240082,Cambodia,MTO,P5015,Sale,2024-03-29,2024-02-05,2024-02-05,210831.36,24.0
RS-F-99-041004,PEM102-OLD,Omni Channel,Actual,RS240011,Cambodia,MTS,P5016,Sale,2024-04-19,2024-02-05,2024-02-05,118202.76,12.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240022,Contractor,MTS,P1748,Sale,2024-02-15,2024-02-05,2024-02-05,22784.67,3.0
CT-F-99-020503,PEM102-OLD,Omni Channel,Actual,CT230349,Smart Shop,MTS,P1745,Sale,2024-02-15,2024-02-05,2024-02-05,22760.19,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240020,Smart Shop,MTS,P15837,Sale,2024-02-15,2024-02-05,2024-02-05,18522.81,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Smart Shop,MTS,P1747,Sale,2024-02-15,2024-02-05,2024-02-05,20803.68,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240020,Smart Shop,MTS,P15837,Sale,2024-02-15,2024-02-05,2024-02-05,18522.81,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240028,Contractor,MTS,P1748,Sale,2024-02-09,2024-02-05,2024-02-05,22784.67,3.0
VT-F-99-010715,PEM102-OLD,Omni Channel,Actual,VT240020,Contractor,MTS,P15837,Sale,2024-02-23,2024-02-06,2024-02-06,18522.81,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT230387,Contractor,MTS,P1747,Sale,2024-02-23,2024-02-06,2024-02-06,20803.68,3.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240028,Smart Shop,MTS,P1748,Sale,2024-04-18,2024-02-06,2024-02-06,22784.67,3.0
CT-F-99-020524,PEM102-OLD,Omni Channel,Actual,CT230396,Contractor,MTS,P15310,Sale,2024-02-07,2024-02-06,2024-02-06,39135.93,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-07,2024-02-06,2024-02-06,20249.17,1.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Smart Shop,MTS,P3555,Sale,2024-02-13,2024-02-06,2024-02-06,123858.56,14.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT230359,Smart Shop,MTS,P1744,Sale,2024-02-13,2024-02-06,2024-02-06,43289.22,6.0
CT-F-99-020501,PEM102-OLD,Omni Channel,Actual,CT230331,Smart Shop,MTS,P15555,Sale,2024-02-13,2024-02-06,2024-02-06,54243.92,8.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-12,2024-02-07,2024-02-07,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-12,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-12,2024-02-07,2024-02-07,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-12,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Contractor,MTS,P1747,Sale,2024-02-12,2024-02-07,2024-02-07,20803.68,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-12,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Contractor,MTS,P1747,Sale,2024-02-15,2024-02-07,2024-02-07,20803.68,3.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-02-15,2024-02-07,2024-02-07,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-15,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Contractor,MTS,P1747,Sale,2024-02-15,2024-02-07,2024-02-07,20803.68,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-15,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240022,Contractor,MTS,P1748,Sale,2024-02-16,2024-02-07,2024-02-07,22784.67,3.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240003,Contractor,MTS,P1749,Sale,2024-02-16,2024-02-07,2024-02-07,22928.85,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-16,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240003,Contractor,MTS,P1749,Sale,2024-02-19,2024-02-07,2024-02-07,22928.85,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,Contractor,MTS,P15311,Sale,2024-02-19,2024-02-07,2024-02-07,18994.23,1.0
CT-F-99-020508,PEM102-OLD,Omni Channel,Actual,CT230395,Contractor,MTS,P1750,Sale,2024-02-20,2024-02-07,2024-02-07,24874.2,3.0
CT-F-99-020506,PEM102-OLD,Omni Channel,Actual,CT240022,Contractor,MTS,P1748,Sale,2024-02-20,2024-02-08,2024-02-08,22784.67,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,Contractor,MTS,P15311,Sale,2024-02-20,2024-02-08,2024-02-08,18994.23,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,Contractor,MTS,P15311,Sale,2024-02-20,2024-02-08,2024-02-08,18994.23,1.0
CT-F-99-020502,PEM102-OLD,Omni Channel,Actual,CT230359,Contractor,MTS,P1744,Sale,2024-02-20,2024-02-08,2024-02-08,21644.61,3.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,,MTS,P1746,Sale,2024-02-22,2024-02-08,2024-02-08,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,,MTS,P15311,Sale,2024-02-22,2024-02-08,2024-02-08,18994.23,1.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT230216,Contractor,MTS,P15865,Sale,2024-02-22,2024-02-08,2024-02-08,26813.47,1.0
CT-F-99-020507,PEM102-OLD,Omni Channel,Actual,CT240003,Contractor,MTS,P1749,Sale,2024-02-21,2024-02-08,2024-02-08,22928.85,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,Contractor,MTS,P15311,Sale,2024-02-21,2024-02-08,2024-02-08,18994.23,1.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT230216,Contractor,MTS,P15865,Sale,2024-02-22,2024-02-08,2024-02-08,26813.47,1.0
CT-F-99-020505,PEM102-OLD,Omni Channel,Actual,CT240021,Contractor,MTS,P1747,Sale,2024-02-22,2024-02-08,2024-02-08,20803.68,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT240028,Contractor,MTS,P15311,Sale,2024-02-22,2024-02-08,2024-02-08,18994.23,1.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-15,2024-02-09,2024-02-09,21764.77,1.0
CT-F-99-020527,PEM102-OLD,Omni Channel,Actual,CT230402,Contractor,MTS,P15384,Sale,2024-02-15,2024-02-09,2024-02-09,38653.71,3.0
VT-F-99-010203,PEM102-OLD,Omni Channel,Actual,VT230234,Dealer,MTS,P3555,Sale,2024-03-08,2024-02-09,2024-02-09,17694.08,2.0
VT-F-99-010819,PEM102-OLD,Omni Channel,Actual,VT230233,Contractor,MTS,P15865,Sale,2024-03-28,2024-02-09,2024-02-09,26813.47,1.0
CT-F-99-020504,PEM102-OLD,Omni Channel,Actual,CT240008,Contractor,MTS,P1746,Sale,2024-03-28,2024-02-09,2024-02-09,22373.49,3.0
VT-F-99-010721,PEM102-OLD,Omni Channel,Actual,VT230231,Contractor,MTS,P15311,Sale,2024-02-27,2024-02-09,2024-02-09,18994.23,1.0
