division,MAE_ondisk_before_validator_rerun,MAE_validator_fresh_rerun,RMSE_ondisk_before_validator_rerun,RMSE_validator_fresh_rerun,Bias_ondisk_before_validator_rerun,Bias_validator_fresh_rerun,MASE_ondisk_before_validator_rerun,MASE_validator_fresh_rerun,byte_identical_file_diff
CI101,13.018704089095952,13.018704089095952,16.76401068635287,16.76401068635287,5.144554019080676,5.144554019080676,0.7390872805681822,0.7390872805681822,TRUE
PEM101,2895.8157321963267,2895.8157321963267,3426.4742350095066,3426.4742350095066,-836.221086449792,-836.221086449792,1.2926052652352271,1.2926052652352271,TRUE
PEM102,1.9845997517810663,1.9845997517810663,2.4561646758931253,2.4561646758931253,-0.3590725987708473,-0.3590725987708473,1.1717205446472216,1.1717205446472216,TRUE
PEM103,36.95873387090535,36.95873387090535,45.34326305682233,45.34326305682233,-28.165710793728504,-28.165710793728504,2.1606268586369337,2.1606268586369337,TRUE
PEM107,69.18346409104011,69.18346409104011,80.100899235994,80.100899235994,15.613048170640178,15.613048170640178,0.7203572384203236,0.7203572384203236,TRUE
