pem107_scope_items,items_present_any,items_present_pct,total_rows,min_trans_date,max_trans_date,rows_2025_01_onward,items_2025_01_onward,rows_2026_05_onward,items_2026_05_onward
136,24,17.6,47,2021-12-14,2021-12-14,0,0,0,0
