itemcode,0
CT-F-99-020528,3
VT-F-99-010203,3
CT-F-99-020527,3
CT-F-99-020507,2
CT-F-99-020523,2
CT-F-99-020508,2
CT-F-99-020509,2
CT-F-99-020510,2
RS-F-99-070002,2
RS-F-99-070005,2
VT-F-99-010202,2
CT-F-99-020525,2
CT-F-99-020526,2
CT-F-99-020530,2
CT-F-99-020531,2
CT-F-99-020524,2
VT-F-99-010721,2
VT-F-99-010715,2
VT-F-99-010722,2
VT-F-99-010701,2
CT-F-99-020512,1
CT-F-99-020511,1
CT-F-99-020506,1
RS-F-99-070003,1
