_month,channel,value,share,column
2025-11,ALL,21-50,0.299625468164794,cube_final.job_qty_bucket
2025-11,ALL,6-20,0.2808988764044944,cube_final.job_qty_bucket
2025-11,ALL,1-5,0.08614232209737828,cube_final.job_qty_bucket
2025-11,ALL,101-500,0.02247191011235955,cube_final.job_qty_bucket
2025-11,ALL,501+,0.0,cube_final.job_qty_bucket
2025-12,ALL,21-50,0.39545454545454545,cube_final.job_qty_bucket
2025-12,ALL,6-20,0.38636363636363635,cube_final.job_qty_bucket
2025-12,ALL,1-5,0.13636363636363635,cube_final.job_qty_bucket
2025-12,ALL,51-100,0.05454545454545454,cube_final.job_qty_bucket
2025-12,ALL,101-500,0.022727272727272728,cube_final.job_qty_bucket
2025-12,ALL,501+,0.004545454545454545,cube_final.job_qty_bucket
2026-01,ALL,6-20,0.4155844155844156,cube_final.job_qty_bucket
2026-01,ALL,21-50,0.2922077922077922,cube_final.job_qty_bucket
2026-01,ALL,51-100,0.17532467532467533,cube_final.job_qty_bucket
2026-01,ALL,1-5,0.1038961038961039,cube_final.job_qty_bucket
2026-01,ALL,101-500,0.006493506493506494,cube_final.job_qty_bucket
2026-01,ALL,501+,0.006493506493506494,cube_final.job_qty_bucket
2026-02,ALL,6-20,0.3581081081081081,cube_final.job_qty_bucket
2026-02,ALL,51-100,0.2702702702702703,cube_final.job_qty_bucket
2026-02,ALL,21-50,0.20270270270270271,cube_final.job_qty_bucket
2026-02,ALL,1-5,0.14189189189189189,cube_final.job_qty_bucket
2026-02,ALL,101-500,0.02027027027027027,cube_final.job_qty_bucket
2026-02,ALL,501+,0.006756756756756757,cube_final.job_qty_bucket
2026-03,ALL,51-100,0.31958762886597936,cube_final.job_qty_bucket
2026-03,ALL,6-20,0.26804123711340205,cube_final.job_qty_bucket
2026-03,ALL,21-50,0.25773195876288657,cube_final.job_qty_bucket
2026-03,ALL,1-5,0.12371134020618557,cube_final.job_qty_bucket
2026-03,ALL,101-500,0.02577319587628866,cube_final.job_qty_bucket
2026-03,ALL,501+,0.005154639175257732,cube_final.job_qty_bucket
2026-04,ALL,21-50,0.3582887700534759,cube_final.job_qty_bucket
2026-04,ALL,51-100,0.3155080213903743,cube_final.job_qty_bucket
2026-04,ALL,6-20,0.24598930481283424,cube_final.job_qty_bucket
2026-04,ALL,1-5,0.06951871657754011,cube_final.job_qty_bucket
2026-04,ALL,101-500,0.0106951871657754,cube_final.job_qty_bucket
2026-04,ALL,501+,0.0,cube_final.job_qty_bucket
2026-05,ALL,51-100,0.32894736842105265,cube_final.job_qty_bucket
2026-05,ALL,6-20,0.28289473684210525,cube_final.job_qty_bucket
2026-05,ALL,21-50,0.27631578947368424,cube_final.job_qty_bucket
2026-05,ALL,1-5,0.1118421052631579,cube_final.job_qty_bucket
2026-05,ALL,101-500,0.0,cube_final.job_qty_bucket
2026-05,ALL,501+,0.0,cube_final.job_qty_bucket
2026-06,ALL,51-100,0.36,cube_final.job_qty_bucket
2026-06,ALL,21-50,0.2733333333333333,cube_final.job_qty_bucket
2026-06,ALL,6-20,0.25333333333333335,cube_final.job_qty_bucket
2026-06,ALL,1-5,0.09333333333333334,cube_final.job_qty_bucket
2026-06,ALL,101-500,0.013333333333333334,cube_final.job_qty_bucket
2026-06,ALL,501+,0.006666666666666667,cube_final.job_qty_bucket
2026-07,ALL,51-100,0.4277456647398844,cube_final.job_qty_bucket
2026-07,ALL,6-20,0.2832369942196532,cube_final.job_qty_bucket
2026-07,ALL,21-50,0.2254335260115607,cube_final.job_qty_bucket
2026-07,ALL,1-5,0.046242774566473986,cube_final.job_qty_bucket
2026-07,ALL,101-500,0.011560693641618497,cube_final.job_qty_bucket
2026-07,ALL,501+,0.005780346820809248,cube_final.job_qty_bucket
2026-08,ALL,51-100,0.3905579399141631,cube_final.job_qty_bucket
2026-08,ALL,21-50,0.2875536480686695,cube_final.job_qty_bucket
2026-08,ALL,6-20,0.2317596566523605,cube_final.job_qty_bucket
2026-08,ALL,1-5,0.06866952789699571,cube_final.job_qty_bucket
2026-08,ALL,101-500,0.012875536480686695,cube_final.job_qty_bucket
2026-08,ALL,501+,0.008583690987124463,cube_final.job_qty_bucket
2026-09,ALL,6-20,0.3076923076923077,cube_final.job_qty_bucket
2026-09,ALL,51-100,0.27350427350427353,cube_final.job_qty_bucket
2026-09,ALL,21-50,0.23931623931623933,cube_final.job_qty_bucket
2026-09,ALL,1-5,0.11965811965811966,cube_final.job_qty_bucket
2026-09,ALL,101-500,0.042735042735042736,cube_final.job_qty_bucket
2026-09,ALL,501+,0.017094017094017096,cube_final.job_qty_bucket
