metric,recomputed_mine,stated_in_csv,abs_diff
MAE,10.282871483096738,10.282871483096738,0.0
RMSE,12.656487714329996,12.656487714329996,0.0
Bias,2.7701444718126718,2.7701444718126718,0.0
MASE,0.6749421427100674,0.6749421427100674,0.0
