division,prev_vintage1_6mo_total,recomputed_new_vintage_6mo_total,recomputed_6mo_change_pct,prev_topdown_MAE,recomputed_new_topdown_MAE,recomputed_MAE_change_pct,passes_25pct_6mo_threshold,passes_20pct_mae_threshold
CI101,767.8554,767.9676,0.014612126189373173,10.282871483096738,10.282871483096738,0.0,True,True
PEM101,735378.3168,735378.3168,0.0,343.8229245692337,343.8229245692337,0.0,True,True
PEM102,133.719,133.719,0.0,1.1560523763040642,1.1560523763040642,0.0,True,True
PEM103,1244.6052,1244.6052,0.0,2.493430328612538,2.493430328612538,0.0,True,True
PEM107,4873.596,4873.5960000000005,1.8661676137556914e-14,11.571453087242183,11.571453087242183,0.0,True,True
