itemcode,createDate,qty,n_rows,revenue_type,linked_via_jobcode,linked_via_olmjobcode,linked
CT-F-99-020506,2024-07-19,3.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-07-26,72.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-07-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-07-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-07-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-07-30,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-07-30,3.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-07-31,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-07-31,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-07-31,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-07-31,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-07-31,2.0,1,Omni Channel,True,True,True
VT-F-99-010209,2024-07-31,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-07-31,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-07-31,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-07-31,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-07-31,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-08-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020531,2024-08-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-08-02,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020513,2024-08-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-05,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-05,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-06,2.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020535,2024-08-06,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-05,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-05,2.0,2,Omni Channel,True,True,True
VT-F-99-010202,2024-08-06,5.0,1,Omni Channel,True,True,True
VT-F-99-010302,2024-08-06,5.0,1,Omni Channel,True,True,True
VT-F-99-010303,2024-08-07,1.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-08-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-08,1.0,1,Omni Channel,True,True,True
VT-F-99-010105,2024-08-08,2.0,1,Omni Channel,True,True,True
CT-F-99-020524,2024-08-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-08-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-09,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-08-13,3.0,1,Omni Channel,True,True,True
CT-F-99-020702,2024-08-14,2.0,1,Omni Channel,True,True,True
VT-F-99-010303,2024-08-14,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-14,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-14,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-08-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-14,12.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,4.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-08-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-14,10.0,1,Omni Channel,False,False,False
VT-F-99-010203,2024-08-14,200.0,4,Omni Channel,False,False,False
CT-F-99-020504,2024-08-14,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-14,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-14,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-14,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-14,2.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-08-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-15,1.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-08-15,3.0,1,Omni Channel,False,False,False
RS-F-99-070005,2024-08-15,3.0,1,Omni Channel,False,False,False
CT-F-99-020508,2024-08-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-08-15,3.0,1,Omni Channel,True,True,True
RS-F-99-090003,2024-08-26,3900.0,2,Tendering,False,False,False
CT-F-99-020510,2024-08-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-16,1.0,1,Omni Channel,True,True,True
RS-F-99-130011,2024-08-16,240.0,1,Tendering,True,True,True
CT-F-99-020508,2024-08-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-19,7.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-20,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-20,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-20,2.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-08-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-20,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2024-08-20,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-21,200.0,4,Omni Channel,True,True,True
CT-F-99-020502,2024-08-21,10.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-08-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-08-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-22,1.0,1,Omni Channel,True,True,True
RS-F-99-041001,2024-08-22,30.0,1,Omni Channel,True,True,True
RS-F-99-041004,2024-08-22,12.0,1,Omni Channel,True,True,True
RS-F-99-041005,2024-08-22,18.0,1,Omni Channel,True,True,True
RS-F-99-041006,2024-08-22,6.0,1,Omni Channel,True,True,True
RS-F-99-041007,2024-08-22,6.0,1,Omni Channel,True,True,True
RS-F-99-041008,2024-08-22,6.0,1,Omni Channel,True,True,True
RS-F-99-041010,2024-08-22,12.0,1,Omni Channel,True,True,True
RS-F-99-041015,2024-08-22,12.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-08-22,30.0,1,Omni Channel,True,True,True
RS-F-99-070006,2024-08-22,24.0,1,Omni Channel,True,True,True
RS-F-99-070019,2024-08-22,24.0,1,Omni Channel,True,True,True
RS-F-99-070021,2024-08-22,24.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-08-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-08-22,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-22,2.0,2,Omni Channel,True,True,True
CT-F-99-020504,2024-08-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-08-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-08-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-23,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-26,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-26,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-26,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-08-27,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-08-27,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-27,2.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-08-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-27,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-27,1.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-08-28,3.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-08-28,3.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-08-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020702,2024-08-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-08-28,1.0,1,Omni Channel,True,True,True
RS-F-99-100001,2024-08-28,6.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-29,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-29,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-08-29,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010722,2024-08-29,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-08-29,2.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-08-29,3.0,1,Omni Channel,False,False,False
CT-F-99-020530,2024-08-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020525,2024-08-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-08-29,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-08-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-30,36.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-08-30,2.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-08-30,54.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-08-30,7.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-08-30,63.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-08-30,4.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-08-30,16.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-08-30,4.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-08-30,120.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-08-30,37.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-08-30,65.0,1,Omni Channel,True,True,True
CT-F-99-020525,2024-09-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020708,2024-09-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-09-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-02,6.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020525,2024-09-03,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-03,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-03,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-08-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-08-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-05,36.0,1,Tendering,False,False,False
CT-F-99-020504,2024-09-05,2.0,1,Tendering,False,False,False
RS-F-99-070002,2024-09-05,54.0,1,Tendering,False,False,False
RS-F-99-070004,2024-09-05,7.0,1,Tendering,False,False,False
RS-F-99-070005,2024-09-05,63.0,1,Tendering,False,False,False
CT-F-99-020501,2024-09-05,4.0,1,Tendering,False,False,False
CT-F-99-020502,2024-09-05,16.0,1,Tendering,False,False,False
CT-F-99-020503,2024-09-05,4.0,1,Tendering,False,False,False
RS-F-99-070002,2024-09-05,120.0,1,Tendering,False,False,False
RS-F-99-070004,2024-09-05,37.0,1,Tendering,False,False,False
RS-F-99-070005,2024-09-05,65.0,1,Tendering,False,False,False
CT-F-99-020501,2024-09-04,28.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-04,17.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-04,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-04,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-09-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-04,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-04,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-04,6.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-04,2.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-04,52.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-04,19.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-04,3.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-05,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-05,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-09-05,1.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-05,3.0,1,Omni Channel,False,False,False
CT-F-99-020527,2024-09-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-09-06,2.0,1,Omni Channel,True,True,True
RS-F-99-041005,2024-09-06,2.0,1,Omni Channel,True,True,True
RS-F-99-120006,2024-09-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020717,2024-09-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-09-06,1.0,1,Omni Channel,True,True,True
RS-F-99-090026,2024-09-09,4.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-09,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-09,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-10,11.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-10,14.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-10,10.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-10,2.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-10,67.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-10,40.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-10,3.0,1,Omni Channel,True,True,True
RS-F-99-090028,2024-09-10,6.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-11,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-11,15.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-11,4.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-11,142.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-11,61.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-11,70.0,1,Omni Channel,True,True,True
RS-F-99-070003,2024-09-11,15.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-11,3.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-09-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-11,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-12,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-12,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-12,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-12,3.0,3,Omni Channel,True,True,True
CT-F-99-020501,2024-09-13,12.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-13,10.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-13,1.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-13,112.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-13,52.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-13,33.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-13,17.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-13,13.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-13,8.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-13,4.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-13,30.0,1,Omni Channel,True,True,True
RS-F-99-090003,2024-09-13,3900.0,2,Tendering,True,True,True
CT-F-99-020505,2024-09-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-16,4.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-16,4.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-16,2.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-16,49.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-16,25.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-16,6.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-09-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-17,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-17,2.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-17,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-17,2.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-17,2.0,2,Omni Channel,True,True,True
CT-F-99-020506,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-17,3.0,3,Omni Channel,True,True,True
CT-F-99-020503,2024-09-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-17,1.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-17,433.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-17,163.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-17,3.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-18,15.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-18,1.0,1,Omni Channel,True,True,True
RS-F-99-070002,2024-09-18,89.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-18,33.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-18,41.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-09-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2024-09-19,4.0,1,Omni Channel,True,True,True
CT-F-99-020510,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-19,10.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-07-12,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2024-07-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010701,2024-07-12,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-07-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020714,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2024-09-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2024-09-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2024-09-20,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2024-09-20,3.0,3,Omni Channel,True,True,True
RS-F-99-070002,2024-09-20,569.0,1,Omni Channel,True,True,True
RS-F-99-070004,2024-09-20,125.0,1,Omni Channel,True,True,True
RS-F-99-070005,2024-09-20,82.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-09-20,3.0,1,Omni Channel,True,True,True
CT-F-99-020535,2024-09-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2024-09-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-20,2.0,2,Omni Channel,True,True,True
CT-F-99-020706,2024-09-20,6.0,1,Omni Channel,True,True,True
CT-F-99-020528,2024-09-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020702,2024-09-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010303,2024-09-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020717,2024-09-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-23,1.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-09-23,1.0,1,Omni Channel,True,True,True
RS-F-99-090028,2024-09-24,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2024-09-24,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-24,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2024-09-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020526,2024-09-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2024-09-25,3.0,1,Omni Channel,True,True,True
CT-F-99-020706,2024-09-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-25,1.0,1,Omni Channel,True,True,True
VT-F-99-010819,2024-09-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2024-09-25,9.0,1,Omni Channel,True,True,True
VT-F-99-010721,2024-09-25,3.0,1,Omni Channel,True,True,True
