itemcode,createDate,qty,n_rows,revenue_type,linked_via_jobcode,linked_via_olmjobcode,linked
CT-F-99-020506,2025-12-02,6.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-12-02,6.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2025-12-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-12-02,6.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-12-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-12-02,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-02,8.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-02,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-12-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-12-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-02,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-03,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-03,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-12-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-12-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010302,2025-12-04,1.0,1,Omni Channel,True,True,True
VT-F-99-010302,2025-12-04,1.0,1,Total Customer Solution,False,False,False
CT-F-99-020524,2025-12-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-08,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-08,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020525,2025-12-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-09,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2025-12-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-12-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-12-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-12-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-10,1.0,1,Omni Channel,True,True,True
VT-F-99-010701,2025-12-10,1.0,1,Omni Channel,True,True,True
RS-F-99-090030,2025-12-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-12-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2025-12-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2025-12-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-12-12,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2025-12-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-12-12,1.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-12,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2025-12-12,1.0,1,Omni Channel,False,False,False
CT-F-99-020502,2025-12-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-12,1.0,1,Omni Channel,True,True,True
RS-F-99-090003,2025-12-15,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020501,2025-12-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010202,2025-12-16,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-16,2.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-12-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-12-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-12-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-17,1.0,1,Omni Channel,True,True,True
VT-F-99-010722,2025-12-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2025-12-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2025-12-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-12-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2025-12-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020503,2025-12-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020524,2025-12-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-23,4.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-23,4.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-23,4.0,1,Omni Channel,True,True,True
CT-F-99-020506,2025-12-24,6.0,1,Omni Channel,True,True,True
CT-F-99-020511,2025-12-24,6.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-24,12.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-24,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-12-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-24,1.0,1,Omni Channel,True,True,True
RS-F-99-070005,2025-12-24,60.0,1,Omni Channel,True,True,True
VT-F-99-010203,2025-12-25,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2025-12-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2025-12-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2025-12-26,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-01-05,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-05,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-06,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-06,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-01-06,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-06,18.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-06,1.0,1,Omni Channel,True,True,True
RS-F-99-120002,2026-01-06,2400.0,4,Tendering,False,False,False
CT-F-99-020528,2026-01-07,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-07,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-01-07,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-07,6.0,1,Omni Channel,True,True,True
VT-F-99-010616,2026-01-07,21.0,2,Omni Channel,True,True,True
RS-F-99-070003,2026-01-07,300.0,1,Omni Channel,True,True,True
RS-F-99-070006,2026-01-07,300.0,1,Omni Channel,True,True,True
CT-F-99-020510,2026-01-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-07,2.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-01-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2026-01-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020706,2026-01-07,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-07,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-08,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-01-08,2.0,1,Omni Channel,True,True,True
CT-F-99-020528,2026-01-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-08,3.0,1,Omni Channel,True,True,True
CT-F-99-020502,2026-01-08,3.0,1,Omni Channel,True,True,True
CT-F-99-020530,2026-01-08,3.0,1,Omni Channel,True,True,True
CT-F-99-020530,2026-01-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2026-01-08,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-08,1.0,1,Omni Channel,True,True,True
CT-F-99-020523,2026-01-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020705,2026-01-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2026-01-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-01-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2026-01-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-22,299.0,2,Tendering,False,False,False
VT-F-99-010721,2026-01-09,1.0,1,Omni Channel,True,True,True
RS-F-99-120002,2026-01-09,2400.0,4,Tendering,True,True,True
CT-F-99-020504,2026-01-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-12,10.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-12,3.0,1,Omni Channel,False,False,False
CT-F-99-020506,2026-01-13,3.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-13,9.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-01-13,3.0,1,Omni Channel,True,True,True
CT-F-99-020706,2026-01-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2026-01-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020706,2026-01-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2026-01-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-13,3.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-14,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-14,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-01-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-15,27.0,1,Omni Channel,True,True,True
CT-F-99-020524,2026-01-15,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-15,10.0,1,Omni Channel,True,True,True
CT-F-99-020717,2026-01-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-16,3.0,1,Omni Channel,True,True,True
CT-F-99-020527,2026-01-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-16,2.0,1,Omni Channel,True,True,True
VT-F-99-010701,2026-01-16,1.0,1,Omni Channel,True,True,True
CT-F-99-020708,2026-01-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-16,1.0,1,Omni Channel,True,True,True
RS-F-99-041005,2026-01-16,2.0,1,Omni Channel,True,True,True
RS-F-99-120006,2026-01-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-19,4.0,1,Omni Channel,True,True,True
CT-F-99-020514,2026-01-19,10.0,1,Omni Channel,True,True,True
RS-F-99-050128,2026-01-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2026-01-19,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-01-19,2.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-19,3.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-01-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-13,1.0,1,Omni Channel,True,True,True
RS-F-99-070004,2026-01-21,6.0,1,Omni Channel,False,False,False
VT-F-99-010701,2026-01-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-01-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020529,2026-01-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020728,2026-01-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020527,2026-01-22,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-22,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020510,2026-01-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-23,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-23,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-23,1.0,1,Omni Channel,True,True,True
VT-F-99-010303,2026-01-23,3.0,1,Omni Channel,True,True,True
CT-F-99-020524,2026-01-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2026-01-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020710,2026-01-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010818,2026-01-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
CT-F-99-020524,2026-01-27,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-27,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-01-28,10.0,1,Omni Channel,True,True,True
VT-F-99-010701,2026-01-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-01-28,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-28,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020704,2026-01-29,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-01-29,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2026-01-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-01-30,299.0,2,Tendering,True,True,True
CT-F-99-020535,2026-01-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-01-30,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-30,1.0,1,Omni Channel,True,True,True
VT-F-99-010303,2026-01-30,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-02-03,6.0,1,Omni Channel,True,True,True
VT-F-99-010615,2026-02-04,9.0,1,Omni Channel,False,False,False
CT-F-99-020705,2026-02-04,1.0,1,Omni Channel,False,False,False
VT-F-99-010203,2026-02-04,3.0,1,Omni Channel,False,False,False
RS-F-99-070004,2026-02-04,3.0,1,Omni Channel,False,False,False
CT-F-99-020706,2026-02-05,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-02-05,1.0,1,Omni Channel,True,True,True
VT-F-99-010302,2026-02-05,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-01-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2026-02-06,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-06,1.0,1,Omni Channel,True,True,True
VT-F-99-010302,2026-02-09,1.0,1,Total Customer Solution,False,False,False
CT-F-99-020507,2026-02-09,6.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-02-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-09,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020725,2026-02-09,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-02-09,3.0,1,Omni Channel,True,True,True
CT-F-99-020510,2026-01-21,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-01-21,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-02-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-02-10,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-10,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-10,3.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-11,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-11,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020709,2026-02-12,2.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020705,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-12,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-12,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-02-12,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-02-12,2.0,1,Omni Channel,True,True,True
CT-F-99-020524,2026-02-12,3.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-02-13,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-13,1.0,1,Omni Channel,True,True,True
CT-F-99-020725,2026-02-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-02-16,1.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-02-16,2.0,1,Omni Channel,True,True,True
CT-F-99-020502,2026-02-16,10.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-16,4.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-16,4.0,1,Omni Channel,True,True,True
CT-F-99-020514,2026-02-16,20.0,1,Omni Channel,True,True,True
RS-F-99-010114,2026-02-16,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-02-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-01-13,6.0,1,Omni Channel,True,True,True
CT-F-99-020527,2026-02-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020531,2026-02-17,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-17,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-18,3.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-18,1.0,1,Omni Channel,True,True,True
CT-F-99-020504,2026-02-18,3.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-02-18,2.0,1,Omni Channel,True,True,True
RS-F-99-041006,2026-02-18,18.0,2,Omni Channel,True,True,True
RS-F-99-041007,2026-02-18,12.0,1,Omni Channel,True,True,True
RS-F-99-041008,2026-02-18,18.0,2,Omni Channel,True,True,True
RS-F-99-041035,2026-02-18,12.0,2,Omni Channel,True,True,True
VT-F-99-010202,2026-02-18,10.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-19,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-19,1.0,1,Omni Channel,True,True,True
CT-F-99-020503,2026-02-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020530,2026-02-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020511,2026-02-20,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-20,1.0,1,Omni Channel,True,True,True
VT-F-99-010820,2026-02-20,1.0,1,Omni Channel,False,False,False
VT-F-99-010820,2026-02-20,1.0,1,Omni Channel,True,True,True
CT-F-99-020510,2026-02-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-24,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-24,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2026-02-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020528,2026-02-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-25,3.0,1,Omni Channel,True,True,True
VT-F-99-010715,2026-02-25,1.0,1,Omni Channel,True,True,True
CT-F-99-020505,2026-02-25,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-02-25,2.0,1,Omni Channel,True,True,True
CT-F-99-020508,2026-02-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-02-26,6.0,2,Omni Channel,True,True,True
CT-F-99-020705,2026-02-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-26,2.0,2,Omni Channel,True,True,True
VT-F-99-010819,2026-02-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-02-26,9.0,3,Omni Channel,True,True,True
VT-F-99-010721,2026-02-26,3.0,3,Omni Channel,True,True,True
CT-F-99-020505,2026-02-26,6.0,2,Omni Channel,True,True,True
CT-F-99-020507,2026-02-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-02-26,3.0,3,Omni Channel,True,True,True
CT-F-99-020706,2026-02-26,3.0,1,Omni Channel,True,True,True
VT-F-99-010819,2026-02-26,1.0,1,Omni Channel,True,True,True
CT-F-99-020502,2026-03-02,2.0,1,Omni Channel,True,True,True
VT-F-99-010203,2026-03-02,2.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-03-02,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-03-02,1.0,1,Omni Channel,True,True,True
CT-F-99-020535,2026-03-04,3.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-03-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020507,2026-03-04,6.0,1,Omni Channel,True,True,True
RS-F-99-070004,2026-03-04,150.0,1,Omni Channel,True,True,True
VT-F-99-010721,2026-03-04,1.0,1,Omni Channel,True,True,True
CT-F-99-020506,2026-03-04,3.0,1,Omni Channel,True,True,True
